Name                   ;Cns  ;RA          De       ;Wv   ;Type ;   Diam ;  Dist;    Age;Aliases                                                ;Notes
Orion X                ;Ori  ;05 21 04.1 -00 58 45 ;Op   ;OB   ; 1230.00;   230;       ;                                                       ;Bouy and Alves 2015
FSR 983                ;Ori  ;05 23 04.0 +00 37 28 ;Op   ;OC?  ;   10.00;      ;       ;Kernya 31                                              ;
Escorial 4             ;Ori  ;05 24 30.5 -02 25 46 ;Op   ;OC   ;  155.00;   374;       ;Xi Ori Cl                                              ;
Briceno 1              ;Ori  ;05 24 47.5 +01 39 18 ;Op   ;OC   ;   45.10;   349;   6.93;ASCC 16, Escorial 3, 25 Ori Cl                         ;
Mamajek 3              ;Ori  ;05 26 00.5 +06 19 48 ;Op   ;OC   ;  264.00;    95;   7.30;32 Ori Cl, OPD 44                                      ;
Collinder 65           ;Ori  ;05 26 06.0 +15 40 12 ;Op   ;OC   ;  180.00;   325;   8.80;Verhaege 3                                             ;
ASCC 18                ;Ori  ;05 26 14.9 +00 54 00 ;Op   ;OC   ;   52.80;   313;   7.12;                                                       ;
HD 35762 Cl            ;Ori  ;05 27 08.0 +03 51 20 ;Op   ;OC   ;   60.00;   350;       ;                                                       ;Incl in ASCC 21
ASCC 19                ;Ori  ;05 27 55.7 -01 59 13 ;Op   ;OC   ;   72.60;   358;   7.09;Eta Ori Cl, Escorial 4, Xi Ori Cl                      ;
ASCC 20                ;Ori  ;05 28 45.4 +01 38 24 ;Op   ;OC   ;   87.00;   394;   7.35;                                                       ;
Tau-Ori R1             ;Ori  ;05 29 19.0 +02 26 39 ;Op   ;YAs? ; 1140.00;   360;       ;                                                       ;
Bica 285               ;Ori  ;05 29 24.0 +11 52 02 ;Op   ;EC   ;    7.00;   418;       ;AWG 4                                                  ;In lambda Ori Association
Renou 19               ;Ori  ;05 29 42.0 +03 44 18 ;Op   ;OC?  ;   27.00;      ;       ;                                                       ;
Psi-2 Ori Cl           ;Ori  ;05 29 43.2 +02 50 20 ;Op   ;OC   ;  216.00;   351;       ;                                                       ;
Delta Ori Cl           ;Ori  ;05 30 29.2 -00 07 02 ;Op   ;OC   ;  234.00;   358;       ;                                                       ;Theia 139
Ori I                  ;Ori  ;05 30 59.5 +11 23 34 ;Op   ;YAs  ;  216.00;   400;       ;Ori T1                                                 ;
Bica 286               ;Ori  ;05 31 28.0 +12 09 18 ;IR   ;OC   ;   12.00;      ;       ;                                                       ;
ASCC 21 B              ;Ori  ;05 31 37.0 +02 17 49 ;Op   ;OC   ;   86.40;   357;   7.11;                                                       ;
DIL 1                  ;Ori  ;05 32 10.0 +12 27 55 ;IR   ;OC   ;   22.00;   772;       ;B 30 T Grp, BDB 184                                    ;
MGM 8                  ;Ori  ;05 32 42.0 -05 35 44 ;IR   ;OC   ;    5.00;      ;       ;                                                       ;In Orion A
Ori OB1 B              ;Ori  ;05 33 12.0 -00 23 00 ;Op   ;OB   ;  540.00;   473;   6.30;                                                       ;
Cabalero-Solano 1      ;Ori  ;05 34 26.4 -00 33 51 ;Op   ;OC   ;   82.00;   322;       ;Delta Ori Cl, Mintaka Cl                               ;
Ori R2                 ;Ori  ;05 34 45.0 -06 29 54 ;Op   ;OB   ;  240.00;   460;       ;                                                       ;Related to Ori Sword, Orion 1c, adopted dist of M42
LDN 1641 W Cl          ;Ori  ;05 34 51.0 -06 17 40 ;IR   ;OC?  ;   12.00;      ;       ;AB12 1, BDB03 G210.06-19.59                            ;
VC10 Grp D             ;Ori  ;05 35 00.0 -05 43 48 ;Op   ;OC?  ;   18.00;      ;       ;                                                       ;
Bica 301               ;Ori  ;05 35 05.0 -04 43 51 ;IR   ;OC   ;    9.00;      ;       ;                                                       ;In NGC 1975, includes NGC 1973
NGC 1981               ;Ori  ;05 35 06.0 -04 25 12 ;Op   ;OC   ;   26.40;   417;   6.83;Upper Sword, Walker 1                                  ;
LMR 154                ;Ori  ;05 35 07.0 -03 04 11 ;IR   ;OB   ;  167.00;   300;       ;                                                       ;
TPN 31                 ;Ori  ;05 35 10.0 +10 01 52 ;Op   ;OC   ;    6.00;      ;       ;                                                       ;Includes HD 245185
Collinder 69           ;Ori  ;05 35 10.1 +09 48 47 ;Op   ;OC   ;  118.70;   402;   7.05;Ori OB1 A, Lambda Ori Cl                               ;
BDB 216                ;Ori  ;05 35 14.0 -05 22 30 ;IR   ;OC?  ;    1.10;      ;       ;Orion-BN-KL Cl                                         ;
KFG14 Orion D          ;Ori  ;05 35 17.8 -05 16 35 ;IR   ;OC   ;    7.60;   399;       ;Bica 304                                               ;
NGC 1976               ;Ori  ;05 35 18.5 -05 21 36 ;Op   ;OC   ;   52.20;   458;   7.01;Trapezium, M 42, BDB 215, BDB 217, Escorial 5          ;Also ONC, OMC-3, Theta Ori Cl, Ori OB1 C, Walker 4, Ori II, Ori T2
BDB 213                ;Ori  ;05 35 19.0 -05 02 07 ;IR   ;OC?  ;    9.00;      ;       ;                                                       ;
Bica 303               ;Ori  ;05 35 21.0 -05 13 14 ;IR   ;OC?  ;    2.50;      ;       ;                                                       ;
FSR 934                ;Ori  ;05 35 22.0 +09 53 03 ;Op   ;OC?  ;    6.40;  3100;       ;                                                       ;
Bica 302               ;Ori  ;05 35 25.0 -05 07 03 ;IR   ;OC   ;    3.00;      ;       ;                                                       ;
BDB 214                ;Ori  ;05 35 25.0 -05 10 16 ;IR   ;OC?  ;    2.00;      ;       ;Walker 3                                               ;
BDSB 163               ;Ori  ;05 35 27.0 -05 03 56 ;IR   ;OC?  ;    1.50;      ;       ;                                                       ;
Ori OB1 C              ;Ori  ;05 35 27.3 -05 32 08 ;Op   ;OB   ;  200.00;   660;       ;Escorial 5                                             ;Multicenter association, contains Orion Sword
NGC 1980               ;Ori  ;05 35 27.6 -05 54 54 ;Op   ;OC   ;   27.60;   520;   6.87;Lower Sword, Walker 5, Iota Ori Cl                     ;
BDB 219                ;Ori  ;05 35 30.0 -06 26 52 ;IR   ;OC?  ;    2.00;   480;       ;HH 34 / KMS 12 Grp                                     ;
Bica 305               ;Ori  ;05 35 31.0 -05 16 00 ;IR   ;OC   ;    4.00;      ;       ;                                                       ;In shell M 43 = NGC 1982
NGC 1977               ;Ori  ;05 35 32.9 -04 49 48 ;Op   ;OC   ;   28.20;   391;   6.83;Walker 2                                               ;
Collinder 70           ;Ori  ;05 35 47.3 +00 52 48 ;Op   ;OB   ;  105.60;   379;   6.98;Escorial 6, Alnilam Cl, Epsilon Ori Cl                 ;
LLA 7                  ;Ori  ;05 36 07.0 -06 17 12 ;IR   ;OC   ;    5.00;      ;       ;                                                       ;Loose, in shell, in Orion A
BDB 218                ;Ori  ;05 36 19.0 -06 22 13 ;IR   ;OC?  ;    4.00;   480;       ;LDN 1641 N Cl                                          ;
BDSB 83                ;Ori  ;05 36 22.0 -06 26 57 ;IR   ;OC?  ;    3.00;      ;       ;                                                       ;
BDB 220                ;Ori  ;05 36 24.0 -06 24 56 ;IR   ;OC   ;   27.60;   314;   7.20;Morgan 8 Cl                                            ;
BDB 221                ;Ori  ;05 36 27.0 -06 44 46 ;IR   ;OC?  ;    6.00;   480;       ;V380 Ori Grp                                           ;
Cartes du Ciel 1       ;Ori  ;05 37 15.7 -00 16 00 ;Op   ;OC   ;   58.00;   412;       ;RK 31/33 Cl                                            ;Alessi (2018) incl Ref Nebs RKC 31 and 33, two conds/subgroups one nr RKC 31 and the other nr RKC 33
MGM 10                 ;Ori  ;05 37 54.0 -06 47 00 ;IR   ;OC   ;    7.00;      ;       ;                                                       ;
BDB 222                ;Ori  ;05 37 54.0 -06 57 22 ;IR   ;OC   ;   11.40;   636;   6.60;KMS 35 Cl, V592 Ori Cl                                 ;
BDB 223                ;Ori  ;05 38 41.0 -06 58 22 ;IR   ;OC?  ;    4.00;   480;       ;KMS 36 Grp                                             ;
Sigma Ori Cl           ;Ori  ;05 38 43.7 -02 36 00 ;Op   ;OC   ;   48.00;   390;       ;Escorial 7, Ori III, Ori T3                            ;
BDB 224                ;Ori  ;05 38 47.0 -07 01 40 ;IR   ;OC?  ;    7.00;   480;       ;LDN 1641 Center Cl                                     ;
L1641/H 4-255 Cl       ;Ori  ;05 39 19.0 -07 26 20 ;Op   ;OC   ;   20.00;   480;       ;                                                       ;From Porras+, 2003
MGM 13                 ;Ori  ;05 39 43.0 -07 23 33 ;IR   ;OC   ;   13.00;      ;       ;LLA 11                                                 ;In Orion A
FSR 930                ;Ori  ;05 40 07.2 +11 27 36 ;Op   ;OC   ;   16.80;  2035;   8.65;                                                       ;
Bica 310               ;Ori  ;05 40 18.0 -07 48 42 ;IR   ;OC   ;    2.00;      ;       ;                                                       ;Poor
MGM 15                 ;Ori  ;05 40 24.0 -07 55 35 ;IR   ;OC   ;    3.50;      ;       ;                                                       ;In LDN 1641
BDB 226                ;Ori  ;05 40 47.0 -08 06 15 ;IR   ;OC?  ;    5.00;   480;       ;LDN 1641 N, CK Grp, GGD7 Grp                           ;
Camargo 109            ;Ori  ;05 40 49.0 -08 51 21 ;IR   ;OC?  ;    7.00;      ;       ;                                                       ;
FSR 1088               ;Ori  ;05 41 01.0 -09 21 05 ;Op   ;OC?  ;    5.60;      ;       ;                                                       ;
MGM 20                 ;Ori  ;05 41 18.0 -08 58 34 ;IR   ;OC   ;    6.00;      ;       ;                                                       ;Loose
MGM 14                 ;Ori  ;05 41 25.0 -07 55 12 ;IR   ;OC   ;   10.00;      ;       ;                                                       ;
Camargo 108            ;Ori  ;05 41 30.0 -08 40 14 ;IR   ;OC?  ;    8.00;      ;       ;                                                       ;
LDEG91 1               ;Ori  ;05 41 39.0 -02 15 40 ;IR   ;OC   ;    4.00;   400;       ;NGC 2023 Cl, BDB 206                                   ;
LDEG91 2               ;Ori  ;05 41 45.6 -01 50 24 ;Op   ;OC   ;   18.20;   396;       ;NGC 2024 Cl, BDB 203                                   ;
BDB 227                ;Ori  ;05 42 37.6 -08 10 28 ;Op   ;OC   ;   47.10;   430;   6.62;LDN 1641 S Cl                                          ;
BDB 234                ;Ori  ;05 42 38.0 -10 00 51 ;IR   ;OC   ;    7.00;   480;       ;IRAS 05401-1002                                        ;
MGM 17 SW              ;Ori  ;05 42 49.0 -08 16 33 ;IR   ;OC   ;   13.00;      ;       ;                                                       ;
BDB 228                ;Ori  ;05 42 50.0 -08 38 37 ;IR   ;OC?  ;    8.00;   480;       ;IRAS 05404-0839                                        ;
BDB 232                ;Ori  ;05 42 54.0 -09 45 38 ;IR   ;OC?  ;    8.00;   480;       ;IRAS 05404-0946, Majaess 64                            ;
Streicher 58           ;Ori  ;05 42 57.0 -08 01 30 ;Op   ;OC?  ;   23.00;      ;       ;                                                       ;
COIN-Gaia 27           ;Ori  ;05 43 02.4 +13 44 35 ;Op   ;OC   ;   23.40;  1063;       ;UBC 78, Streicher 52                                   ;
Ori R1/R2              ;Ori  ;05 44 00.0 -03 00 00 ;Op   ;YAs? ;  360.00;   600;       ;                                                       ;
Bica 653               ;Ori  ;05 44 30.0 +09 08 58 ;IR   ;OC   ;    1.50;      ;       ;                                                       ;In Manova 1, core
Manova 1               ;Ori  ;05 44 30.0 +09 09 01 ;IR   ;OC   ;   40.00;   398;       ;B 35 T Gr, BDB 193, Ori IV, Ori T4                     ;
Ori R1                 ;Ori  ;05 45 32.0 +00 49 02 ;Op   ;OB   ;  180.00;   500;       ;                                                       ;In Ori R1, Ori R2, Orion 1b
Bica 295               ;Ori  ;05 46 17.0 +00 00 10 ;IR   ;OC?  ;    1.00;      ;       ;                                                       ;Embedded in nebula NGC 2064
LDEG91 3               ;Ori  ;05 46 42.5 +00 06 00 ;Op   ;OC   ;   16.80;   747;   6.45;M 78 Cl, NGC 2068 Cl, BDB 202                          ;
Bica 294               ;Ori  ;05 47 05.0 +00 21 52 ;IR   ;OC   ;    6.00;      ;       ;                                                       ;Includes 2 substr at the edge
Cezar 5                ;Ori  ;05 47 06.0 +00 32 12 ;IR   ;OC   ;    7.00;      ;       ;                                                       ;In NGC 2068-5, in shell
LDEG91 4               ;Ori  ;05 47 09.8 +00 18 00 ;Op   ;OC   ;   16.80;   953;   6.55;NGC 2071 Cl, BDB 201                                   ;
MGM 2                  ;Ori  ;05 47 36.0 +00 38 41 ;IR   ;OC   ;    8.00;      ;       ;                                                       ;At eastern side of Cezar 6
Cezar 6                ;Ori  ;05 47 45.0 +00 38 44 ;IR   ;OC   ;    8.00;      ;       ;                                                       ;In shell, includes MGM 2
HIP 27345 Assoc        ;Ori  ;05 48 16.0 +04 00 42 ;Op   ;OB   ;  324.00;   290;   8.00;                                                       ;
Bica 290               ;Ori  ;05 48 36.0 +08 23 35 ;Op   ;OC   ;    8.00;      ;       ;                                                       ;In shell
HD 38823 Grp           ;Ori  ;05 48 52.0 -00 42 54 ;Op   ;OC?  ;   23.00;   282;       ;Saloranta J0548-0042, V1054 Ori Grp, Kernya 29         ;
Berkeley 72            ;Ori  ;05 50 14.2 +22 14 49 ;Op   ;OC   ;    4.80;  5482;   8.66;FSR 810                                                ;
Froebrich Cl 18        ;Ori  ;05 50 40.1 +20 48 10 ;IR   ;OC?  ;    0.87;      ;       ;IRAS 05476+2047                                        ;From arXiv:1704.04957v1
Ori Y                  ;Ori  ;05 51 42.3 -07 32 02 ;Op   ;OC   ;  300.00;   301;   7.30;UPK 427                                                ;
Santa 118              ;Ori  ;05 51 47.0 +05 27 51 ;Op   ;OC?  ;    7.00;      ;       ;                                                       ;
V1818 Ori Cl           ;Ori  ;05 53 40.0 -10 23 32 ;Op   ;OC   ;    6.00;   743;   6.54;Camargo 119                                            ;
V1818 Ori Cl           ;Ori  ;05 53 40.0 -10 23 32 ;Op   ;OC   ;    6.00;   743;       ;                                                       ;
MGM 1                  ;Ori  ;05 54 09.0 +01 42 13 ;IR   ;OC   ;   12.00;      ;       ;                                                       ;
